,clock,defense,defense_score,distance,home,offense,offense_score,period,surrender_index,yard_line
4167,"{'minutes': 10, 'seconds': 56}",Connecticut,0,5,Connecticut,South Florida,0,1,1.2,75
4168,"{'minutes': 13, 'seconds': 10}",Tulsa,0,6,SMU,SMU,0,1,1.2,28
4169,"{'minutes': 1, 'seconds': 49}",Ohio,7,5,Buffalo,Buffalo,7,3,1.2,14
4170,"{'minutes': 13, 'seconds': 54}",Missouri,0,5,Missouri,Ole Miss,0,1,1.2,70
4171,"{'minutes': 15, 'seconds': 0}",Baylor,0,6,Baylor,Texas Tech,0,1,1.2,82
4172,"{'minutes': 13, 'seconds': 33}",Penn State,0,5,Iowa,Iowa,0,1,1.2,30
4173,"{'minutes': 10, 'seconds': 37}",Washington,0,4,Arizona,Arizona,0,1,1.2,33
4174,"{'minutes': 11, 'seconds': 43}",Florida Atlantic,0,4,Florida Atlantic,Middle Tennessee,0,1,1.2,79
4175,"{'minutes': 13, 'seconds': 0}",Army,0,6,Western Kentucky,Western Kentucky,0,1,1.2,22
4176,"{'minutes': 11, 'seconds': 12}",Wyoming,0,6,San Diego State,San Diego State,0,1,1.2,35
4177,"{'minutes': 7, 'seconds': 53}",Washington State,31,6,Arizona State,Arizona State,31,4,1.2,7
4178,"{'minutes': 4, 'seconds': 13}",Colorado State,14,6,New Mexico,New Mexico,14,2,1.2,29
4179,"{'minutes': 13, 'seconds': 52}",Louisiana,7,5,Louisiana,Appalachian State,7,3,1.2,65
4180,"{'minutes': 8, 'seconds': 34}",Georgia,0,4,Georgia,Kentucky,0,1,1.2,64
4181,"{'minutes': 8, 'seconds': 59}",Missouri,7,6,Vanderbilt,Vanderbilt,7,2,1.2,28
4182,"{'minutes': 13, 'seconds': 15}",Baylor,0,6,Oklahoma State,Oklahoma State,0,1,1.2,24
4183,"{'minutes': 12, 'seconds': 8}",Kansas State,7,4,Kansas State,TCU,7,2,1.2,69
4184,"{'minutes': 9, 'seconds': 32}",West Virginia,0,4,Oklahoma,Oklahoma,0,1,1.2,29
4185,"{'minutes': 9, 'seconds': 55}",Michigan,0,6,Penn State,Penn State,0,1,1.2,35
4186,"{'minutes': 9, 'seconds': 1}",Syracuse,0,5,Syracuse,Pittsburgh,0,1,1.2,70
4187,"{'minutes': 8, 'seconds': 26}",Virginia,0,4,Virginia,Duke,0,1,1.2,60
4188,"{'minutes': 4, 'seconds': 27}",Virginia,0,6,Virginia,Duke,0,1,1.2,72
4189,"{'minutes': 3, 'seconds': 19}",Duke,0,6,Virginia,Virginia,0,1,1.2,40
4190,"{'minutes': 13, 'seconds': 54}",Utah,0,6,Utah,Arizona State,0,2,1.2,76
4191,"{'minutes': 8, 'seconds': 41}",BYU,7,4,BYU,Boise State,7,2,1.2,65
4192,"{'minutes': 15, 'seconds': 0}",Navy,0,5,Navy,South Florida,0,1,1.2,70
4193,"{'minutes': 15, 'seconds': 0}",Bowling Green,7,6,Bowling Green,Central Michigan,7,2,1.2,69
4194,"{'minutes': 15, 'seconds': 0}",Miami (OH),0,5,Miami (OH),Northern Illinois,0,1,1.2,60
4195,"{'minutes': 8, 'seconds': 9}",Kentucky,0,6,Georgia,Georgia,0,3,1.2,17
4196,"{'minutes': 11, 'seconds': 56}",Florida,17,4,South Carolina,South Carolina,17,3,1.2,31
4197,"{'minutes': 5, 'seconds': 41}",Miami,21,4,Miami,Georgia Tech,21,4,1.2,74
4198,"{'minutes': 10, 'seconds': 27}",Illinois,0,5,Purdue,Purdue,0,1,1.2,38
4199,"{'minutes': 15, 'seconds': 0}",Northwestern,0,6,Northwestern,Iowa,0,1,1.2,66
4200,"{'minutes': 9, 'seconds': 34}",Notre Dame,0,4,Michigan,Michigan,0,1,1.2,13
4201,"{'minutes': 15, 'seconds': 0}",North Carolina,0,6,North Carolina,Duke,0,1,1.2,76
4202,"{'minutes': 13, 'seconds': 28}",Duke,0,6,North Carolina,North Carolina,0,1,1.2,30
4203,"{'minutes': 12, 'seconds': 2}",North Carolina,0,5,North Carolina,Duke,0,1,1.2,73
4204,"{'minutes': 12, 'seconds': 50}",Louisiana Tech,0,5,UTEP,UTEP,0,1,1.2,30
4205,"{'minutes': 15, 'seconds': 0}",Hawai'i,0,5,New Mexico,New Mexico,0,1,1.2,30
4206,"{'minutes': 9, 'seconds': 45}",SMU,0,6,Houston,Houston,0,1,1.2,24
4207,"{'minutes': 15, 'seconds': 0}",Northern Illinois,0,4,Northern Illinois,Akron,0,1,1.2,69
4208,"{'minutes': 13, 'seconds': 25}",Bowling Green,0,5,Western Michigan,Western Michigan,0,1,1.2,34
4209,"{'minutes': 3, 'seconds': 22}",Texas,10,6,TCU,TCU,10,2,1.2,18
4210,"{'minutes': 5, 'seconds': 27}",Florida International,14,4,Middle Tennessee,Middle Tennessee,14,2,1.2,31
4211,"{'minutes': 1, 'seconds': 34}",Marshall,23,5,Marshall,Western Kentucky,23,4,1.2,60
4212,"{'minutes': 4, 'seconds': 14}",Auburn,0,6,Auburn,Ole Miss,0,1,1.2,65
4213,"{'minutes': 15, 'seconds': 0}",Rutgers,0,4,Illinois,Illinois,0,1,1.2,32
4214,"{'minutes': 14, 'seconds': 11}",Virginia Tech,0,6,Notre Dame,Notre Dame,0,1,1.2,25
4215,"{'minutes': 12, 'seconds': 32}",Notre Dame,0,6,Notre Dame,Virginia Tech,0,1,1.2,71
4216,"{'minutes': 15, 'seconds': 0}",UCLA,0,6,UCLA,Colorado,0,1,1.2,71
4217,"{'minutes': 13, 'seconds': 32}",Washington,0,4,Washington,Utah,0,1,1.2,69
4218,"{'minutes': 15, 'seconds': 0}",Florida Atlantic,0,6,Western Kentucky,Western Kentucky,0,1,1.2,34
4219,"{'minutes': 15, 'seconds': 0}",Air Force,0,5,Air Force,Army,0,2,1.2,68
4220,"{'minutes': 15, 'seconds': 0}",Cincinnati,0,5,East Carolina,East Carolina,0,1,1.2,38
4221,"{'minutes': 7, 'seconds': 36}",Georgia Southern,0,6,Appalachian State,Appalachian State,0,1,1.2,9
4222,"{'minutes': 1, 'seconds': 25}",Baylor,14,5,Baylor,West Virginia,14,3,1.2,60
4223,"{'minutes': 15, 'seconds': 0}",Illinois,10,5,Illinois,Rutgers,10,3,1.2,70
4224,"{'minutes': 15, 'seconds': 0}",Troy,28,6,Coastal Carolina,Coastal Carolina,28,4,1.2,18
4225,"{'minutes': 15, 'seconds': 0}",Michigan State,0,5,Michigan State,Illinois,0,1,1.2,60
4226,"{'minutes': 1, 'seconds': 19}",Wake Forest,3,4,Virginia Tech,Virginia Tech,3,1,1.2,34
4227,"{'minutes': 5, 'seconds': 58}",Nevada,0,6,San Diego State,San Diego State,0,1,1.2,13
4228,"{'minutes': 11, 'seconds': 35}",Texas,14,6,Texas,Kansas State,14,3,1.2,71
4229,"{'minutes': 15, 'seconds': 0}",Oklahoma State,0,5,Oklahoma State,Kansas,0,1,1.2,70
4230,"{'minutes': 12, 'seconds': 9}",Michigan State,0,5,Michigan,Michigan,0,1,1.2,33
4231,"{'minutes': 15, 'seconds': 0}",UMass,0,5,Northwestern,Northwestern,0,1,1.2,30
4232,"{'minutes': 15, 'seconds': 0}",UAB,0,5,UAB,UTEP,0,1,1.2,64
4233,"{'minutes': 12, 'seconds': 14}",BYU,0,5,BYU,Idaho State,0,1,1.2,83
4234,"{'minutes': 12, 'seconds': 30}",Fresno State,0,4,San Diego State,San Diego State,0,1,1.2,39
4235,"{'minutes': 15, 'seconds': 0}",Hawai'i,0,4,UNLV,UNLV,0,1,1.2,25
4236,"{'minutes': 9, 'seconds': 31}",Hawai'i,0,5,UNLV,UNLV,0,1,1.2,37
4237,"{'minutes': 15, 'seconds': 0}",Tulane,0,5,Temple,Temple,0,1,1.2,30
4238,"{'minutes': 15, 'seconds': 0}",Appalachian State,0,6,Georgia State,Georgia State,0,1,1.2,39
4239,"{'minutes': 15, 'seconds': 0}",Louisiana Monroe,0,6,Georgia Southern,Georgia Southern,0,1,1.2,29
4240,"{'minutes': 9, 'seconds': 45}",Cincinnati,17,6,South Florida,South Florida,17,4,1.2,31
4241,"{'minutes': 5, 'seconds': 19}",Baylor,0,5,Baylor,Texas,0,1,1.2,69
4242,"{'minutes': 15, 'seconds': 0}",Kansas State,0,4,Texas Tech,Texas Tech,0,1,1.2,31
4243,"{'minutes': 12, 'seconds': 8}",Texas Tech,0,4,Texas Tech,Kansas State,0,1,1.2,74
4244,"{'minutes': 7, 'seconds': 53}",Indiana,14,4,Indiana,Michigan,14,2,1.2,62
4245,"{'minutes': 15, 'seconds': 0}",Miami,0,5,Florida International,Florida International,0,1,1.2,30
4246,"{'minutes': 15, 'seconds': 0}",Pittsburgh,0,6,Virginia Tech,Virginia Tech,0,1,1.2,40
4247,"{'minutes': 9, 'seconds': 18}",Virginia Tech,0,6,Virginia Tech,Pittsburgh,0,1,1.2,76
4248,"{'minutes': 15, 'seconds': 0}",Rice,0,6,Rice,North Texas,0,1,1.2,76
4249,"{'seconds': 18, 'minutes': 0}",Wyoming,7,4,Wyoming,Colorado State,7,2,1.2,91
4250,"{'minutes': 8, 'seconds': 57}",Temple,0,6,Cincinnati,Cincinnati,0,1,1.2,29
4251,"{'minutes': 7, 'seconds': 4}",Cincinnati,0,6,Cincinnati,Temple,0,1,1.2,66
4252,"{'minutes': 5, 'seconds': 1}",Memphis,7,4,South Florida,South Florida,7,1,1.2,32
4253,"{'minutes': 7, 'seconds': 1}",Navy,0,4,Navy,SMU,0,1,1.2,70
4254,"{'minutes': 15, 'seconds': 0}",Kent State,0,6,Kent State,Ball State,0,1,1.2,66
4255,"{'minutes': 14, 'seconds': 55}",Stanford,10,5,Stanford,California,10,3,1.2,72
4256,"{'minutes': 11, 'seconds': 9}",Tulsa,7,6,Tulsa,Houston,7,2,1.2,64
4257,"{'minutes': 8, 'seconds': 28}",Navy,28,6,Navy,SMU,28,4,1.2,67
4258,"{'minutes': 10, 'seconds': 5}",Ole Miss,0,6,Mississippi State,Mississippi State,0,1,1.2,35
4259,"{'minutes': 13, 'seconds': 42}",Georgia,0,4,Georgia Tech,Georgia Tech,0,1,1.2,31
4260,"{'minutes': 11, 'seconds': 29}",Georgia,0,4,Georgia Tech,Georgia Tech,0,1,1.2,19
4261,"{'minutes': 2, 'seconds': 8}",West Virginia,7,6,TCU,TCU,7,1,1.2,36
4262,"{'minutes': 13, 'seconds': 33}",Iowa,0,4,Nebraska,Nebraska,0,1,1.2,19
4263,"{'minutes': 15, 'seconds': 0}",BYU,0,4,San Diego State,San Diego State,0,1,1.2,39
4264,"{'minutes': 12, 'seconds': 20}",New Mexico,0,6,New Mexico,Utah State,0,1,1.2,68
4265,"{'minutes': 11, 'seconds': 31}",Utah State,0,6,New Mexico,New Mexico,0,1,1.2,37
4266,"{'minutes': 15, 'seconds': 0}",Tulsa,0,6,East Carolina,East Carolina,0,1,1.2,27
4267,"{'minutes': 11, 'seconds': 22}",Houston,21,6,Houston,Navy,21,2,1.2,60
4268,"{'minutes': 13, 'seconds': 25}",Akron,0,4,Akron,Ohio,0,1,1.2,66
4269,"{'minutes': 11, 'seconds': 31}",Ohio,0,5,Akron,Akron,0,1,1.2,22
4270,"{'minutes': 12, 'seconds': 50}",Arkansas State,0,6,South Alabama,South Alabama,0,1,1.2,5
4271,"{'minutes': 15, 'seconds': 0}",Georgia Southern,0,6,Georgia Southern,Georgia State,0,1,1.2,71
4272,"{'minutes': 4, 'seconds': 13}",West Virginia,10,4,TCU,TCU,10,2,1.2,30
4273,"{'minutes': 9, 'seconds': 30}",Michigan State,16,6,Michigan State,Maryland,16,4,1.2,71
4274,"{'minutes': 13, 'seconds': 36}",Hawai'i,0,5,Boise State,Boise State,0,1,1.2,30
4275,"{'minutes': 5, 'seconds': 10}",Hawai'i,3,5,Boise State,Boise State,3,2,1.2,35
4276,"{'minutes': 13, 'seconds': 13}",Marshall,17,11,Marshall,Old Dominion,10,3,1.1989418056000003,60
4277,"{'minutes': 13, 'seconds': 12}",Wisconsin,7,17,Wisconsin,Northwestern,3,3,1.1974344704,82
4278,"{'minutes': 13, 'seconds': 6}",UAB,21,11,UAB,Rice,20,3,1.1884701248,73
4279,"{'minutes': 4, 'seconds': 58}",UNLV,7,10,UNLV,Southern Utah,0,1,1.1712800000000003,56
4280,"{'minutes': 11, 'seconds': 22}",Florida A&M,0,2,UCF,UCF,55,4,1.1712800000000003,44
4281,"{'minutes': 12, 'seconds': 5}",Kansas,7,16,Kansas,Coastal Carolina,0,2,1.1712800000000003,56
4282,"{'minutes': 14, 'seconds': 50}",Colorado State,7,10,Colorado State,Western Illinois,0,1,1.1712800000000003,56
4283,"{'minutes': 11, 'seconds': 57}",Temple,7,10,Temple,Maryland,2,2,1.1712800000000003,56
4284,"{'minutes': 7, 'seconds': 6}",North Carolina,0,3,Wake Forest,Wake Forest,21,3,1.1712800000000003,44
4285,"{'minutes': 1, 'seconds': 10}",UMass,17,3,Charlotte,Charlotte,52,4,1.1712800000000003,44
4286,"{'minutes': 9, 'seconds': 4}",Boise State,7,7,Boise State,Air Force,7,2,1.1712800000000003,56
4287,"{'seconds': 48, 'minutes': 0}",Texas,7,7,West Virginia,West Virginia,7,1,1.1712800000000003,44
4288,"{'minutes': 9, 'seconds': 23}",South Florida,0,7,Connecticut,Connecticut,0,1,1.1712800000000003,44
4289,"{'minutes': 8, 'seconds': 9}",Maryland,21,2,Maryland,Indiana,24,3,1.1712800000000003,56
4290,"{'minutes': 15, 'seconds': 0}",Florida Atlantic,17,2,Florida Atlantic,Marshall,22,4,1.1712800000000003,56
4291,"{'minutes': 10, 'seconds': 7}",Minnesota,7,13,Minnesota,Maryland,0,1,1.1712800000000003,56
4292,"{'minutes': 12, 'seconds': 23}",TCU,13,3,TCU,Texas,17,3,1.1712800000000003,56
4293,"{'minutes': 13, 'seconds': 38}",Wofford,14,2,Clemson,Clemson,56,4,1.1712800000000003,44
4294,"{'minutes': 2, 'seconds': 14}",UCF,21,12,Tulsa,Tulsa,17,2,1.1712800000000003,44
4295,"{'minutes': 14, 'seconds': 56}",Middle Tennessee,14,2,Middle Tennessee,Rice,31,3,1.1712800000000003,56
4296,"{'minutes': 12, 'seconds': 19}",Oregon,7,9,Arizona State,Arizona State,7,2,1.1712800000000003,44
4297,"{'minutes': 1, 'seconds': 1}",Boston College,7,3,Notre Dame,Notre Dame,40,4,1.1712800000000003,44
4298,"{'minutes': 10, 'seconds': 58}",Utah State,14,2,Utah State,Boise State,56,4,1.1712800000000003,56
4299,"{'seconds': 10, 'minutes': 0}",Wisconsin,10,15,Minnesota,Minnesota,7,2,1.1712800000000003,44
4300,"{'minutes': 12, 'seconds': 47}",LSU,0,9,LSU,Georgia,0,1,1.1712800000000003,56
4301,"{'minutes': 12, 'seconds': 54}",Arkansas,10,21,Arkansas,Portland State,6,3,1.1709478592,79
4302,"{'minutes': 15, 'seconds': 0}",North Texas,17,10,North Texas,Abilene Christian,0,2,1.1692302600000009,53
4303,"{'seconds': 54, 'minutes': 0}",UCF,28,10,UCF,Stanford,7,1,1.1692302600000009,53
4304,"{'minutes': 6, 'seconds': 27}",Alabama,28,18,Alabama,Southern Mississippi,0,2,1.1692302600000009,53
4305,"{'minutes': 1, 'seconds': 11}",Florida,17,14,Florida,Towson,0,2,1.1692302600000009,53
4306,"{'minutes': 7, 'seconds': 7}",Florida International,27,14,Florida International,UMass,0,2,1.1692302600000009,53
4307,"{'minutes': 3, 'seconds': 25}",Oklahoma,10,10,Oklahoma,Baylor,0,1,1.1692302600000009,53
4308,"{'minutes': 5, 'seconds': 28}",Boston College,14,5,Louisville,Louisville,21,2,1.1692302600000006,47
4309,"{'minutes': 13, 'seconds': 50}",Georgia,10,5,Georgia,South Carolina,17,3,1.1692302600000006,53
4310,"{'minutes': 1, 'seconds': 40}",Memphis,28,6,Temple,Temple,30,4,1.1692302600000006,47
4311,"{'minutes': 7, 'seconds': 7}",Wake Forest,12,4,Wake Forest,Florida State,14,3,1.1692302600000006,53
4312,"{'seconds': 23, 'minutes': 0}",Kent State,24,5,Ohio,Ohio,31,3,1.1692302600000006,47
4313,"{'minutes': 2, 'seconds': 37}",Nevada,0,5,Nevada,New Mexico,7,1,1.1692302600000006,53
4314,"{'minutes': 6, 'seconds': 9}",Duke,3,5,Duke,Syracuse,14,2,1.1692302600000006,53
4315,"{'minutes': 10, 'seconds': 47}",Samford,0,4,Auburn,Auburn,38,3,1.1692302600000006,47
4316,"{'minutes': 4, 'seconds': 58}",Arkansas,20,5,LSU,LSU,56,4,1.1692302600000006,47
4317,"{'minutes': 5, 'seconds': 9}",San José State,10,4,San José State,Fresno State,16,4,1.1692302600000006,53
4318,"{'minutes': 12, 'seconds': 45}",Arkansas State,17,13,Arkansas State,Texas State,14,3,1.1581577,94
4319,"{'minutes': 12, 'seconds': 44}",Hawai'i,28,15,Hawai'i,Arizona,21,3,1.1567549952,65
4320,"{'minutes': 9, 'seconds': 30}",Utah,35,24,Utah,UCLA,3,3,1.1452591070580003,55
4321,"{'minutes': 12, 'seconds': 31}",Oklahoma,10,21,Texas,Texas,3,3,1.1388518008000001,16
4322,"{'minutes': 9, 'seconds': 19}",Washington,38,12,BYU,BYU,12,3,1.1350973162389746,45
4323,"{'minutes': 10, 'seconds': 43}",Temple,17,11,East Carolina,East Carolina,10,3,1.1139459821600002,41
4324,"{'minutes': 12, 'seconds': 6}",Oregon State,28,15,Hawai'i,Hawai'i,21,3,1.1061257408,33
4325,"{'minutes': 12, 'seconds': 3}",Georgia State,24,12,Georgia State,Furman,20,3,1.1023464535999998,77
4326,"{'minutes': 3, 'seconds': 36}",New Mexico,3,1,Liberty,Liberty,17,4,1.1,41
4327,"{'seconds': 21, 'minutes': 0}",Eastern Michigan,3,1,Central Michigan,Central Michigan,21,2,1.1,41
4328,"{'minutes': 13, 'seconds': 23}",Arkansas,0,1,Arkansas,Auburn,17,3,1.1,59
4329,"{'minutes': 2, 'seconds': 25}",Arizona,7,1,USC,USC,41,4,1.1,41
4330,"{'minutes': 4, 'seconds': 47}",Charlotte,18,1,UTEP,UTEP,21,3,1.1,41
4331,"{'seconds': 37, 'minutes': 0}",Georgia,55,11,Georgia,Arkansas State,0,4,1.0935941718000002,71
4332,"{'minutes': 4, 'seconds': 23}",Pittsburgh,26,11,Duke,Duke,3,3,1.0822729548232606,46
4333,"{'minutes': 10, 'seconds': 1}",Syracuse,7,18,Maryland,Maryland,21,2,1.0741247999999999,54
4334,"{'minutes': 5, 'seconds': 48}",UAB,0,14,Akron,Akron,6,1,1.0741247999999999,54
4335,"{'minutes': 9, 'seconds': 52}",Akron,6,10,Akron,UAB,10,2,1.0741247999999999,46
4336,"{'minutes': 7, 'seconds': 13}",Murray State,0,10,Toledo,Toledo,45,4,1.0741247999999999,54
4337,"{'minutes': 13, 'seconds': 22}",Towson,0,12,Florida,Florida,17,3,1.0741247999999999,54
4338,"{'minutes': 1, 'seconds': 59}",Clemson,0,14,North Carolina,North Carolina,7,1,1.0741247999999999,54
4339,"{'minutes': 2, 'seconds': 40}",Kentucky,0,10,South Carolina,South Carolina,17,3,1.0741247999999999,54
4340,"{'minutes': 6, 'seconds': 34}",UCF,16,10,Cincinnati,Cincinnati,27,4,1.0741247999999999,54
4341,"{'minutes': 8, 'seconds': 50}",Arkansas State,21,28,Georgia State,Georgia State,38,3,1.0741247999999999,54
4342,"{'minutes': 10, 'seconds': 32}",Iowa,6,10,Iowa,Penn State,7,3,1.0741247999999999,46
4343,"{'minutes': 14, 'seconds': 9}",Northwestern,3,10,Northwestern,Ohio State,38,4,1.0741247999999999,46
4344,"{'minutes': 3, 'seconds': 0}",Temple,7,10,SMU,SMU,17,2,1.0741247999999999,54
4345,"{'minutes': 12, 'seconds': 56}",Bowling Green,3,12,Western Michigan,Western Michigan,7,2,1.0741247999999999,54
4346,"{'minutes': 12, 'seconds': 12}",Syracuse,3,20,Florida State,Florida State,13,2,1.0741247999999999,54
4347,"{'minutes': 10, 'seconds': 14}",Arizona State,28,10,Oregon State,Oregon State,35,4,1.0741247999999999,54
4348,"{'minutes': 12, 'seconds': 35}",Washington,14,12,Colorado,Colorado,20,4,1.0741247999999999,54
4349,"{'minutes': 2, 'seconds': 4}",South Carolina,3,10,South Carolina,Clemson,38,4,1.0741247999999999,46
4350,"{'seconds': 22, 'minutes': 0}",Army,52,13,Army,Morgan State,21,4,1.0702664688000003,78
4351,"{'minutes': 15, 'seconds': 0}",Connecticut,0,8,Connecticut,Wagner,0,1,1.0648000000000004,57
4352,"{'minutes': 2, 'seconds': 54}",Georgia Southern,3,3,LSU,LSU,55,4,1.0648000000000004,43
4353,"{'minutes': 4, 'seconds': 52}",Minnesota,7,12,Fresno State,Fresno State,0,1,1.0648000000000004,43
4354,"{'minutes': 5, 'seconds': 32}",UTEP,3,3,Texas Tech,Texas Tech,38,4,1.0648000000000004,43
4355,"{'minutes': 10, 'seconds': 54}",Miami,7,23,Miami,Bethune-Cookman,0,1,1.0648000000000004,57
4356,"{'minutes': 3, 'seconds': 35}",UCLA,14,3,UCLA,Oklahoma,48,4,1.0648000000000004,57
4357,"{'minutes': 3, 'seconds': 36}",Buffalo,10,3,Liberty,Liberty,28,3,1.0648000000000004,43
4358,"{'minutes': 12, 'seconds': 22}",Georgia,0,9,Georgia,Notre Dame,0,2,1.0648000000000004,57
4359,"{'minutes': 4, 'seconds': 51}",Louisiana,0,7,Ohio,Ohio,0,1,1.0648000000000004,43
4360,"{'minutes': 6, 'seconds': 7}",Vanderbilt,31,2,Vanderbilt,LSU,66,4,1.0648000000000004,57
4361,"{'minutes': 15, 'seconds': 0}",Miami (OH),0,7,Miami (OH),Buffalo,0,1,1.0648000000000004,57
4362,"{'minutes': 9, 'seconds': 34}",Louisiana Monroe,10,13,Louisiana Monroe,South Alabama,7,2,1.0648000000000004,57
4363,"{'minutes': 5, 'seconds': 12}",Buffalo,14,20,Miami (OH),Miami (OH),10,2,1.0648000000000004,43
4364,"{'minutes': 15, 'seconds': 0}",Mississippi State,3,2,Tennessee,Tennessee,10,3,1.0648000000000004,43
4365,"{'minutes': 14, 'seconds': 12}",San José State,17,3,Nevada,Nevada,31,3,1.0648000000000004,43
4366,"{'minutes': 5, 'seconds': 42}",BYU,7,9,BYU,Boise State,7,2,1.0648000000000004,57
4367,"{'minutes': 8, 'seconds': 45}",Ohio,3,2,Ohio,Kent State,7,1,1.0648000000000004,57
4368,"{'minutes': 9, 'seconds': 59}",Ball State,3,11,Ball State,Toledo,0,1,1.0648000000000004,57
4369,"{'minutes': 3, 'seconds': 22}",Florida Atlantic,17,3,Florida Atlantic,Marshall,20,3,1.0648000000000004,57
4370,"{'minutes': 7, 'seconds': 33}",Ohio State,0,9,Ohio State,Wisconsin,0,1,1.0648000000000004,57
4371,"{'minutes': 15, 'seconds': 0}",Louisiana Tech,0,7,Louisiana Tech,North Texas,0,1,1.0648000000000004,57
4372,"{'minutes': 3, 'seconds': 51}",SMU,14,20,SMU,East Carolina,7,1,1.0648000000000004,57
4373,"{'minutes': 15, 'seconds': 0}",Purdue,7,2,Northwestern,Northwestern,16,3,1.0648000000000004,43
4374,"{'minutes': 5, 'seconds': 12}",Missouri,6,2,Missouri,Florida,23,4,1.0648000000000004,57
4375,"{'minutes': 15, 'seconds': 0}",Connecticut,0,7,Connecticut,East Carolina,0,1,1.0648000000000004,57
4376,"{'minutes': 13, 'seconds': 9}",Nevada,7,2,Nevada,UNLV,17,2,1.0648000000000004,57
4377,"{'minutes': 15, 'seconds': 0}",TCU,10,14,TCU,Arkansas-Pine Bluff,0,2,1.0629366000000005,54
4378,"{'minutes': 9, 'seconds': 56}",Illinois State,0,4,Northern Illinois,Northern Illinois,3,2,1.0629366000000005,46
4379,"{'minutes': 5, 'seconds': 47}",Auburn,0,6,Auburn,Tulane,3,1,1.0629366000000005,54
4380,"{'minutes': 1, 'seconds': 35}",Oregon,28,22,Oregon,Nevada,6,2,1.0629366000000005,54
4381,"{'minutes': 6, 'seconds': 2}",Ohio State,23,11,Indiana,Indiana,3,2,1.0629366000000005,46
4382,"{'minutes': 5, 'seconds': 54}",North Texas,10,6,California,California,23,3,1.0629366000000005,46
4383,"{'minutes': 6, 'seconds': 54}",Auburn,14,11,Texas A&M,Texas A&M,3,2,1.0629366000000005,46
4384,"{'minutes': 13, 'seconds': 37}",William & Mary,0,4,East Carolina,East Carolina,7,2,1.0629366000000005,46
4385,"{'minutes': 14, 'seconds': 28}",Hawai'i,21,14,Hawai'i,Central Arkansas,0,2,1.0629366000000005,54
4386,"{'minutes': 2, 'seconds': 43}",Northwestern,3,4,Wisconsin,Wisconsin,7,3,1.0629366000000005,46
4387,"{'minutes': 3, 'seconds': 1}",Virginia,17,6,Notre Dame,Notre Dame,21,3,1.0629366000000005,46
4388,"{'minutes': 9, 'seconds': 36}",Iowa,3,6,Michigan,Michigan,10,2,1.0629366000000005,46
4389,"{'seconds': 46, 'minutes': 0}",New Mexico,7,6,San José State,San José State,26,2,1.0629366000000005,46
4390,"{'minutes': 5, 'seconds': 31}",Louisiana Monroe,17,15,Texas State,Texas State,7,2,1.0629366000000005,46
4391,"{'minutes': 6, 'seconds': 41}",Texas,14,5,Texas,Kansas,17,2,1.0629366000000005,54
4392,"{'minutes': 8, 'seconds': 50}",Minnesota,21,12,Minnesota,Maryland,0,2,1.0629366000000005,54
4393,"{'minutes': 7, 'seconds': 23}",Fresno State,14,6,Fresno State,Colorado State,21,2,1.0629366000000005,54
4394,"{'minutes': 8, 'seconds': 21}",Texas State,6,4,Texas State,South Alabama,7,2,1.0629366000000005,54
4395,"{'minutes': 15, 'seconds': 0}",UAB,17,10,UAB,UTEP,0,2,1.0629366000000005,54
4396,"{'minutes': 7, 'seconds': 9}",Hawai'i,0,5,UNLV,UNLV,7,2,1.0629366000000005,46
4397,"{'minutes': 7, 'seconds': 4}",Virginia,13,11,Virginia,Virginia Tech,3,2,1.0629366000000005,54
4398,"{'seconds': 17, 'minutes': 0}",Michigan,44,20,Michigan,Michigan State,10,4,1.0626571278000003,96
4399,"{'minutes': 12, 'seconds': 50}",Indiana,24,10,Indiana,Connecticut,3,3,1.0574429580000004,58
4400,"{'minutes': 11, 'seconds': 16}",Boise State,14,14,Boise State,Marshall,7,3,1.0471326208,79
4401,"{'minutes': 11, 'seconds': 16}",Ole Miss,14,14,Ole Miss,Texas A&M,10,3,1.0471326208,79
4402,"{'minutes': 7, 'seconds': 10}",Appalachian State,20,11,South Carolina,South Carolina,9,3,1.0431340911420004,45
4403,"{'minutes': 9, 'seconds': 28}",UAB,24,12,Akron,Akron,6,3,1.0394381744947203,44
4404,"{'minutes': 2, 'seconds': 2}",Georgia,7,15,Georgia,Murray State,7,1,1.037496984040001,50
4405,"{'minutes': 8, 'seconds': 55}",Texas Tech,0,13,Arizona,Arizona,0,1,1.037496984040001,50
4406,"{'minutes': 9, 'seconds': 55}",Northwestern State,14,8,LSU,LSU,51,4,1.037496984040001,50
4407,"{'minutes': 10, 'seconds': 21}",Mississippi State,24,17,Mississippi State,Kansas State,24,4,1.037496984040001,50
4408,"{'minutes': 5, 'seconds': 38}",Morgan State,14,8,Army,Army,24,2,1.037496984040001,50
4409,"{'minutes': 12, 'seconds': 18}",Northern Illinois,0,8,Vanderbilt,Vanderbilt,14,2,1.037496984040001,50
4410,"{'minutes': 15, 'seconds': 0}",Holy Cross,3,7,Syracuse,Syracuse,24,3,1.037496984040001,50
4411,"{'minutes': 8, 'seconds': 21}",Wake Forest,21,9,Wake Forest,Louisville,28,2,1.037496984040001,50
4412,"{'minutes': 5, 'seconds': 28}",TCU,17,11,Kansas State,Kansas State,17,3,1.037496984040001,50
4413,"{'minutes': 8, 'seconds': 39}",New Mexico,3,8,New Mexico,Hawai'i,7,1,1.037496984040001,50
