,clock,defense,defense_score,distance,home,offense,offense_score,period,surrender_index,yard_line
243,"{'minutes': 4, 'seconds': 29}",New Mexico State,17,3,New Mexico State,Fresno State,30,4,18.474160128786423,38
244,"{'minutes': 10, 'seconds': 17}",UT San Antonio,7,12,UTEP,UTEP,0,1,18.474160128786423,62
245,"{'minutes': 7, 'seconds': 31}",Minnesota,7,22,Minnesota,Nebraska,0,1,18.474160128786423,38
246,"{'minutes': 10, 'seconds': 26}",Rutgers,0,8,Rutgers,Minnesota,0,1,18.474160128786423,38
247,"{'minutes': 15, 'seconds': 0}",New Mexico,0,7,Nevada,Nevada,0,1,18.474160128786423,62
248,"{'minutes': 12, 'seconds': 58}",Arkansas State,41,3,Louisiana Monroe,Louisiana Monroe,34,4,18.319096806399997,32
249,"{'minutes': 9, 'seconds': 27}",North Carolina,24,21,Virginia Tech,Virginia Tech,21,3,18.201423993671874,61
250,"{'minutes': 9, 'seconds': 12}",Texas,35,9,West Virginia,West Virginia,17,4,18.176238754652154,52
251,"{'minutes': 10, 'seconds': 42}",San Diego State,6,4,San Diego State,Weber State,0,4,18.037114518827718,55
252,"{'minutes': 15, 'seconds': 0}",Bowling Green,37,5,Bowling Green,Morgan State,3,4,18.004916160000004,56
253,"{'minutes': 4, 'seconds': 52}",Michigan,38,16,Maryland,Maryland,7,4,17.99887472692498,58
254,"{'minutes': 1, 'seconds': 35}",Temple,7,8,Temple,Maryland,2,2,17.818441482239994,42
255,"{'minutes': 6, 'seconds': 1}",Notre Dame,7,7,Notre Dame,USC,3,2,17.818441482239994,42
256,"{'minutes': 15, 'seconds': 0}",Kansas State,3,9,Texas Tech,Texas Tech,0,2,17.818441482239994,58
257,"{'minutes': 15, 'seconds': 0}",South Alabama,13,3,South Alabama,Jackson State,7,2,17.185996799999998,46
258,"{'minutes': 6, 'seconds': 8}",Florida Atlantic,7,3,Ball State,Ball State,0,1,17.185996799999998,54
259,"{'minutes': 6, 'seconds': 11}",Florida Atlantic,49,4,Florida Atlantic,UAB,6,4,17.080964798738403,49
260,"{'minutes': 12, 'seconds': 8}",Michigan State,28,2,Michigan State,Indiana,24,4,17.007440486400004,65
261,"{'minutes': 14, 'seconds': 35}",Arkansas State,21,8,Arkansas State,Coastal Carolina,13,4,16.98729711525001,55
262,"{'minutes': 11, 'seconds': 3}",Notre Dame,59,5,Notre Dame,New Mexico,7,4,16.901318865427662,53
263,"{'minutes': 7, 'seconds': 19}",Kent State,31,5,Kent State,Ball State,24,3,16.77600881351958,45
264,"{'minutes': 8, 'seconds': 50}",Texas A&M,17,2,Ole Miss,Ole Miss,14,4,16.713982454400004,43
265,"{'minutes': 1, 'seconds': 38}",Pittsburgh,17,6,Pittsburgh,Ohio,3,2,16.704788889599996,43
266,"{'minutes': 5, 'seconds': 32}",Auburn,17,6,Arkansas,Arkansas,0,2,16.704788889599996,57
267,"{'minutes': 1, 'seconds': 56}",Oregon,10,6,Oregon,Utah,0,1,16.704788889599996,43
268,"{'minutes': 2, 'seconds': 10}",Florida International,16,23,Florida International,Old Dominion,7,3,16.66327307273043,37
269,"{'minutes': 7, 'seconds': 38}",Washington State,28,10,Washington State,New Mexico State,7,2,16.62674411590778,37
270,"{'minutes': 2, 'seconds': 0}",Purdue,23,13,Purdue,Maryland,14,2,16.62674411590778,37
271,"{'minutes': 8, 'seconds': 38}",Portland State,6,4,Arkansas,Arkansas,10,3,16.626744115907776,63
272,"{'minutes': 12, 'seconds': 22}",Nevada,7,6,Nevada,Purdue,24,3,16.626744115907776,37
273,"{'minutes': 7, 'seconds': 48}",Gardner-Webb,9,4,East Carolina,East Carolina,38,3,16.626744115907776,63
274,"{'minutes': 10, 'seconds': 13}",Iowa,6,5,Iowa,Penn State,10,4,16.626744115907776,37
275,"{'minutes': 14, 'seconds': 55}",Purdue,0,5,Purdue,Illinois,24,4,16.626744115907776,37
276,"{'minutes': 4, 'seconds': 43}",Old Dominion,10,4,Florida International,Florida International,24,4,16.626744115907776,63
277,"{'minutes': 5, 'seconds': 40}",Oregon State,3,6,Oregon,Oregon,17,2,16.626744115907776,63
278,"{'minutes': 4, 'seconds': 4}",Louisiana Monroe,7,21,Louisiana,Louisiana,14,2,16.549063967398254,69
279,"{'minutes': 15, 'seconds': 0}",Virginia,23,3,Pittsburgh,Pittsburgh,14,4,16.396800000000002,24
280,"{'minutes': 15, 'seconds': 0}",San Diego State,27,3,San José State,San José State,10,4,16.396800000000002,32
281,"{'minutes': 15, 'seconds': 0}",San José State,28,5,UNLV,UNLV,24,4,16.396800000000002,30
282,"{'minutes': 8, 'seconds': 3}",Clemson,59,7,Clemson,Boston College,7,4,16.31438429874624,48
283,"{'minutes': 14, 'seconds': 49}",Mississippi State,28,2,Louisiana,Louisiana,14,4,16.141756965600006,9
284,"{'minutes': 14, 'seconds': 48}",UCF,31,6,Pittsburgh,Pittsburgh,28,4,16.1187260928,34
285,"{'seconds': 15, 'minutes': 0}",Tulane,28,1,Tulane,Connecticut,0,2,16.111871999999998,46
286,"{'minutes': 14, 'seconds': 52}",Kansas,0,6,Kansas,Texas Tech,0,1,16.036597334015994,41
287,"{'seconds': 25, 'minutes': 0}",Tennessee,3,1,Kentucky,Kentucky,13,2,16.036597334015994,60
288,"{'minutes': 12, 'seconds': 11}",Clemson,59,1,Clemson,Boston College,7,4,16.016167773,66
289,"{'minutes': 11, 'seconds': 26}",Miami (OH),24,3,Miami (OH),Northern Illinois,17,4,15.966137779200004,69
290,"{'minutes': 5, 'seconds': 25}",Western Kentucky,0,31,Old Dominion,Old Dominion,0,1,15.961674351271467,65
291,"{'minutes': 3, 'seconds': 12}",Auburn,13,7,Florida,Florida,24,4,15.961674351271467,65
292,"{'minutes': 1, 'seconds': 54}",Nebraska,0,8,Minnesota,Minnesota,14,2,15.961674351271467,65
293,"{'minutes': 15, 'seconds': 0}",Toledo,7,9,Bowling Green,Bowling Green,20,4,15.961674351271467,65
294,"{'minutes': 12, 'seconds': 0}",Michigan State,7,7,Michigan State,Penn State,28,4,15.961674351271467,35
295,"{'minutes': 15, 'seconds': 0}",Louisville,7,7,Louisville,Virginia,14,3,15.961674351271467,35
296,"{'minutes': 4, 'seconds': 8}",Virginia,14,14,Louisville,Louisville,14,3,15.961674351271467,65
297,"{'minutes': 9, 'seconds': 13}",Colorado,0,13,Utah,Utah,0,1,15.961674351271467,65
298,"{'minutes': 12, 'seconds': 31}",Maryland,41,8,Rutgers,Rutgers,7,3,15.853565757420657,57
299,"{'minutes': 12, 'seconds': 56}",Boston College,28,3,Boston College,Virginia Tech,14,3,15.760510482382847,47
300,"{'minutes': 12, 'seconds': 26}",Alabama,38,9,Alabama,Ole Miss,10,3,15.759976453792486,43
301,"{'minutes': 11, 'seconds': 15}",Arizona,20,6,Arizona,Texas Tech,14,4,15.674870887500003,57
302,"{'minutes': 11, 'seconds': 10}",Northwestern,22,3,Northwestern,Purdue,21,4,15.583657600000002,68
303,"{'minutes': 13, 'seconds': 18}",Wake Forest,41,6,Rice,Rice,14,4,15.537358191468961,44
304,"{'minutes': 11, 'seconds': 8}",Boise State,33,2,Florida State,Florida State,31,4,15.5363917824,33
305,"{'minutes': 3, 'seconds': 33}",Clemson,14,3,Clemson,Georgia Tech,0,1,15.467397119999998,45
306,"{'minutes': 5, 'seconds': 55}",Duke,7,6,Duke,North Carolina A&T,3,1,15.467397119999996,45
307,"{'minutes': 9, 'seconds': 52}",Georgia,10,5,Georgia,South Carolina,7,2,15.467397119999996,45
308,"{'minutes': 7, 'seconds': 6}",Iowa State,7,5,Iowa State,Texas,0,1,15.467397119999996,45
309,"{'minutes': 8, 'seconds': 40}",Missouri,17,1,Missouri,Tennessee,17,3,15.467397119999996,44
310,"{'minutes': 2, 'seconds': 10}",Connecticut,17,6,Temple,Temple,14,2,15.467397119999996,55
311,"{'minutes': 14, 'seconds': 18}",Buffalo,42,2,Buffalo,Bowling Green,7,4,15.4397076288,71
312,"{'minutes': 10, 'seconds': 3}",Utah,14,5,Utah,Arizona State,3,4,15.41732005697925,53
313,"{'minutes': 15, 'seconds': 0}",Utah State,20,25,Utah State,Wyoming,14,3,15.404042661396476,42
314,"{'minutes': 3, 'seconds': 47}",UCLA,7,3,UCLA,San Diego State,10,2,15.395133440655355,39
315,"{'minutes': 7, 'seconds': 22}",Oklahoma State,23,2,Texas,Texas,36,4,15.395133440655355,61
316,"{'minutes': 10, 'seconds': 17}",Army,17,13,Army,Morgan State,14,2,15.395133440655355,39
317,"{'minutes': 5, 'seconds': 1}",Wisconsin,7,15,Wisconsin,Kent State,0,1,15.395133440655355,39
318,"{'minutes': 11, 'seconds': 35}",Maryland,28,3,Maryland,Indiana,31,4,15.395133440655355,39
319,"{'minutes': 2, 'seconds': 3}",Southern Mississippi,30,3,Louisiana Tech,Louisiana Tech,38,4,15.395133440655355,61
320,"{'minutes': 2, 'seconds': 44}",Washington State,10,27,Oregon,Oregon,9,2,15.395133440655355,61
321,"{'minutes': 15, 'seconds': 0}",Purdue,0,9,Purdue,Nebraska,0,1,15.395133440655355,39
322,"{'minutes': 13, 'seconds': 32}",Eastern Michigan,0,8,Eastern Michigan,Buffalo,0,1,15.395133440655355,39
323,"{'minutes': 4, 'seconds': 32}",Southern Mississippi,7,13,Southern Mississippi,UAB,0,1,15.395133440655355,39
324,"{'minutes': 3, 'seconds': 47}",Ohio,0,9,Ohio,Miami (OH),0,1,15.395133440655355,39
325,"{'seconds': 24, 'minutes': 0}",Middle Tennessee,28,3,Middle Tennessee,Rice,31,4,15.395133440655355,39
326,"{'minutes': 13, 'seconds': 56}",Fresno State,28,8,Fresno State,Nevada,28,4,15.395133440655355,39
327,"{'minutes': 11, 'seconds': 4}",Iowa,7,10,Nebraska,Nebraska,0,1,15.395133440655355,61
328,"{'minutes': 4, 'seconds': 48}",Florida International,0,8,Marshall,Marshall,0,1,15.395133440655355,61
329,"{'minutes': 4, 'seconds': 0}",Minnesota,17,3,Minnesota,Wisconsin,38,4,15.395133440655355,39
330,"{'minutes': 14, 'seconds': 15}",UAB,24,5,UAB,Alabama State,19,4,15.373065300000002,67
331,"{'minutes': 12, 'seconds': 30}",East Carolina,10,10,East Carolina,William & Mary,7,3,15.201357889535998,41
332,"{'minutes': 14, 'seconds': 3}",Illinois,38,3,Illinois,Rutgers,10,4,15.108766576800004,78
333,"{'minutes': 10, 'seconds': 47}",Charlotte,17,2,Charlotte,Marshall,13,4,15.047341833599999,66
334,"{'minutes': 13, 'seconds': 54}",Louisiana,45,3,Coastal Carolina,Coastal Carolina,0,4,14.912915769600001,32
335,"{'minutes': 14, 'seconds': 16}",Northern Illinois,0,3,Northern Illinois,Illinois State,0,1,14.848701235199997,43
336,"{'minutes': 8, 'seconds': 22}",Baylor,7,7,Baylor,UT San Antonio,0,1,14.848701235199997,43
337,"{'minutes': 15, 'seconds': 0}",Louisiana Tech,14,8,Bowling Green,Bowling Green,7,2,14.848701235199997,57
338,"{'minutes': 4, 'seconds': 26}",California,7,3,California,Arizona State,7,2,14.848701235199997,43
339,"{'minutes': 14, 'seconds': 13}",Arkansas,7,8,Kentucky,Kentucky,0,1,14.848701235199997,57
340,"{'minutes': 0, 'seconds': 0}",South Carolina,20,7,South Carolina,Florida,17,3,14.848701235199997,43
341,"{'minutes': 7, 'seconds': 42}",San Diego State,10,8,San Diego State,Fresno State,7,2,14.848701235199997,43
342,"{'minutes': 4, 'seconds': 19}",Charlotte,14,7,Old Dominion,Old Dominion,7,1,14.848701235199997,57
343,"{'minutes': 13, 'seconds': 51}",Utah State,35,4,Wake Forest,Wake Forest,31,4,14.848082138400002,29
344,"{'minutes': 13, 'seconds': 50}",North Texas,45,2,North Texas,UTEP,20,4,14.8265208,72
345,"{'minutes': 6, 'seconds': 32}",Texas,38,19,Rice,Rice,0,3,14.69023121914659,62
346,"{'minutes': 10, 'seconds': 31}",San José State,24,3,Arkansas,Arkansas,17,4,14.683533731200004,27
347,"{'minutes': 13, 'seconds': 41}",New Mexico,39,2,New Mexico,Sam Houston State,23,4,14.633588066400003,67
348,"{'minutes': 13, 'seconds': 35}",Houston,39,3,North Texas,North Texas,18,4,14.506082100000004,8
349,"{'minutes': 13, 'seconds': 31}",Texas A&M,48,2,Texas A&M,Lamar,3,4,14.421572234400003,60
350,"{'minutes': 13, 'seconds': 31}",Southern Mississippi,38,3,Southern Mississippi,North Texas,20,4,14.421572234400003,73
351,"{'minutes': 13, 'seconds': 31}",Memphis,23,5,Memphis,Cincinnati,21,4,14.421572234400001,70
352,"{'minutes': 4, 'seconds': 27}",Ole Miss,10,3,Ole Miss,Vanderbilt,3,2,14.321663999999998,47
353,"{'minutes': 13, 'seconds': 23}",UCF,42,2,UCF,Houston,23,4,14.253734224800004,67
354,"{'minutes': 13, 'seconds': 22}",Tulane,42,2,Tulane,Florida International,14,4,14.2328649792,72
355,"{'minutes': 15, 'seconds': 0}",SMU,30,10,Arkansas State,Arkansas State,23,4,14.176358789922576,50
356,"{'minutes': 15, 'seconds': 0}",Purdue,21,15,Northwestern,Northwestern,16,4,14.176358789922576,50
357,"{'minutes': 7, 'seconds': 43}",Louisville,21,1,Louisville,Virginia,14,4,14.128556588,71
358,"{'minutes': 13, 'seconds': 16}",Penn State,65,3,Penn State,Idaho,0,4,14.108163686400001,68
359,"{'minutes': 9, 'seconds': 59}",Memphis,45,2,Houston,Houston,20,4,13.953952171605607,43
360,"{'minutes': 5, 'seconds': 23}",Connecticut,10,5,Connecticut,Wagner,0,2,13.920657407999997,44
361,"{'minutes': 3, 'seconds': 2}",Washington State,13,5,Washington State,Stanford,0,1,13.920657407999997,44
362,"{'minutes': 15, 'seconds': 0}",Florida Atlantic,28,11,Florida Atlantic,Wagner,7,3,13.86363839525683,41
363,"{'minutes': 1, 'seconds': 47}",North Carolina,9,6,North Carolina,South Carolina,20,3,13.855620096589817,38
364,"{'minutes': 3, 'seconds': 42}",Ole Miss,13,5,Ole Miss,California,28,3,13.855620096589817,38
365,"{'minutes': 5, 'seconds': 3}",Central Connecticut,15,6,Eastern Michigan,Eastern Michigan,21,3,13.855620096589817,62
366,"{'minutes': 6, 'seconds': 27}",Northwestern,9,6,Wisconsin,Wisconsin,24,4,13.855620096589817,62
367,"{'minutes': 2, 'seconds': 48}",Oklahoma State,21,6,Texas Tech,Texas Tech,34,3,13.855620096589817,62
368,"{'minutes': 7, 'seconds': 46}",Akron,0,4,Akron,Kent State,7,1,13.855620096589817,38
369,"{'minutes': 5, 'seconds': 42}",Texas Tech,13,6,Baylor,Baylor,17,3,13.855620096589817,62
370,"{'minutes': 13, 'seconds': 3}",Indiana,21,10,Indiana,Rutgers,0,2,13.855620096589817,38
371,"{'minutes': 10, 'seconds': 25}",Michigan State,0,5,Wisconsin,Wisconsin,38,4,13.855620096589817,62
372,"{'minutes': 10, 'seconds': 22}",Texas State,14,6,Arkansas State,Arkansas State,24,3,13.855620096589817,62
373,"{'minutes': 12, 'seconds': 52}",Louisiana,14,15,Coastal Carolina,Coastal Carolina,0,2,13.855620096589817,62
374,"{'minutes': 12, 'seconds': 10}",Boston College,17,6,Boston College,Florida State,24,4,13.855620096589817,38
375,"{'minutes': 3, 'seconds': 15}",NC State,20,4,NC State,Louisville,34,4,13.855620096589817,38
376,"{'minutes': 9, 'seconds': 7}",Coastal Carolina,6,6,Arkansas State,Arkansas State,7,2,13.855620096589817,62
377,"{'minutes': 14, 'seconds': 50}",Miami,0,6,Florida International,Florida International,13,3,13.855620096589817,62
378,"{'minutes': 15, 'seconds': 0}",New Mexico,18,5,New Mexico,Utah State,38,4,13.855620096589817,38
379,"{'minutes': 13, 'seconds': 3}",Navy,28,3,Navy,South Florida,3,4,13.840989568800003,68
380,"{'minutes': 12, 'seconds': 59}",Arizona,3,11,Arizona,Washington,6,2,13.790886639498547,32
381,"{'minutes': 9, 'seconds': 45}",Mississippi State,21,3,Mississippi State,Ole Miss,14,4,13.679229200000004,60
382,"{'minutes': 9, 'seconds': 21}",Ohio,38,10,Akron,Akron,3,3,13.584956111797327,61
383,"{'minutes': 12, 'seconds': 45}",Clemson,42,2,Clemson,Florida State,7,4,13.477811100000002,89
384,"{'minutes': 14, 'seconds': 36}",Louisville,21,4,Louisville,Eastern Kentucky,0,3,13.471308382887935,47
385,"{'minutes': 6, 'seconds': 5}",Houston,28,20,Tulane,Tulane,21,3,13.453128765721484,60
386,"{'seconds': 5, 'minutes': 0}",Toledo,38,1,Toledo,Murray State,0,3,13.426561678319997,47
387,"{'seconds': 47, 'minutes': 0}",Hawai'i,28,7,Hawai'i,Central Arkansas,6,2,13.363831111679996,42
388,"{'minutes': 13, 'seconds': 30}",UCF,28,8,UCF,Connecticut,0,2,13.363831111679996,42
389,"{'minutes': 1, 'seconds': 25}",Florida State,14,1,Clemson,Clemson,45,4,13.363831111679996,59
390,"{'minutes': 11, 'seconds': 16}",Washington,0,5,Washington,USC,0,1,13.363831111679994,42
391,"{'minutes': 13, 'seconds': 25}",Baylor,0,5,Kansas State,Kansas State,0,1,13.363831111679994,58
392,"{'seconds': 24, 'minutes': 0}",Liberty,21,6,Rutgers,Rutgers,21,2,13.363831111679994,58
393,"{'minutes': 10, 'seconds': 42}",Utah State,0,6,Utah State,Wyoming,0,1,13.363831111679994,42
394,"{'minutes': 12, 'seconds': 12}",Ohio State,0,4,Ohio State,Penn State,0,1,13.363831111679994,42
395,"{'minutes': 13, 'seconds': 45}",Utah State,55,4,Utah State,Stony Brook,7,4,13.357571906250005,58
396,"{'minutes': 12, 'seconds': 38}",Middle Tennessee,20,6,Western Kentucky,Western Kentucky,17,4,13.338677548800003,26
397,"{'minutes': 15, 'seconds': 0}",Army,7,11,Army,Rice,7,4,13.301395292726225,36
398,"{'minutes': 15, 'seconds': 0}",Georgia Tech,21,21,Miami,Miami,21,3,13.301395292726225,64
399,"{'minutes': 3, 'seconds': 19}",Texas A&M,3,7,Georgia,Georgia,13,2,13.301395292726225,64
400,"{'minutes': 11, 'seconds': 31}",Miami (OH),20,4,Miami (OH),Akron,17,4,13.271987707440001,59
401,"{'minutes': 5, 'seconds': 15}",UCF,16,10,Cincinnati,Cincinnati,13,3,13.230268172570666,60
402,"{'minutes': 8, 'seconds': 18}",San Diego State,6,2,San Diego State,Weber State,0,4,13.137543907840005,59
403,"{'minutes': 12, 'seconds': 27}",Oregon,35,3,Oregon,Montana,3,4,13.1224008552,65
404,"{'minutes': 14, 'seconds': 55}",Miami,49,8,Miami,Bethune-Cookman,0,4,13.109940901843503,55
405,"{'minutes': 8, 'seconds': 25}",Southern Mississippi,31,10,Southern Mississippi,UTEP,13,3,13.033377084776577,39
406,"{'minutes': 9, 'seconds': 49}",Missouri,38,1,Missouri,West Virginia,0,4,12.903879507000003,66
407,"{'minutes': 10, 'seconds': 47}",Buffalo,7,5,Buffalo,Robert Morris,0,1,12.889497599999999,46
408,"{'minutes': 1, 'seconds': 5}",Florida International,13,4,Florida International,New Hampshire,10,2,12.889497599999999,46
409,"{'minutes': 4, 'seconds': 27}",UAB,3,4,UAB,Louisiana Tech,0,1,12.889497599999999,46
410,"{'minutes': 15, 'seconds': 0}",Stanford,38,40,Stanford,Arizona,31,4,12.887598899929612,51
411,"{'minutes': 15, 'seconds': 0}",Temple,13,18,Temple,Tulane,7,3,12.836702217830398,43
412,"{'minutes': 5, 'seconds': 10}",Alabama,7,20,South Carolina,South Carolina,3,1,12.829277867212795,60
413,"{'minutes': 12, 'seconds': 4}",UNLV,14,3,Northwestern,Northwestern,16,3,12.829277867212795,60
414,"{'minutes': 4, 'seconds': 40}",Colorado State,7,7,Utah State,Utah State,7,1,12.829277867212795,60
415,"{'minutes': 15, 'seconds': 0}",South Florida,7,11,Connecticut,Connecticut,0,2,12.829277867212795,60
416,"{'minutes': 14, 'seconds': 12}",Minnesota,7,17,Minnesota,Nebraska,0,2,12.829277867212795,40
417,"{'minutes': 9, 'seconds': 44}",Houston,3,17,Connecticut,Connecticut,0,1,12.829277867212795,60
418,"{'minutes': 2, 'seconds': 49}",Kentucky,0,8,Kentucky,Missouri,0,1,12.829277867212795,40
419,"{'minutes': 3, 'seconds': 56}",Penn State,7,11,Michigan State,Michigan State,0,1,12.829277867212795,60
420,"{'minutes': 1, 'seconds': 52}",Ohio,7,7,Ohio,Miami (OH),7,2,12.829277867212795,40
421,"{'minutes': 3, 'seconds': 27}",Louisiana Tech,7,2,Marshall,Marshall,10,2,12.829277867212795,60
422,"{'minutes': 10, 'seconds': 21}",UAB,3,13,UAB,Louisiana Tech,0,1,12.829277867212795,40
423,"{'minutes': 8, 'seconds': 5}",Cincinnati,3,14,Cincinnati,Temple,0,2,12.829277867212795,40
424,"{'minutes': 8, 'seconds': 19}",East Carolina,10,26,Connecticut,Connecticut,7,2,12.829277867212795,60
425,"{'seconds': 47, 'minutes': 0}",Hawai'i,24,16,Hawai'i,Army,17,2,12.829277867212795,40
426,"{'minutes': 12, 'seconds': 4}",Michigan,27,7,Michigan,Middle Tennessee,14,3,12.80239637244464,44
427,"{'minutes': 3, 'seconds': 57}",Wyoming,21,36,Wyoming,Idaho,16,4,12.73419644131418,45
428,"{'minutes': 3, 'seconds': 53}",Boise State,31,14,Colorado State,Colorado State,24,4,12.654494408201746,55
429,"{'minutes': 10, 'seconds': 13}",Central Michigan,48,7,Central Michigan,Northern Illinois,10,4,12.62967534916841,51
430,"{'minutes': 13, 'seconds': 3}",Air Force,37,4,New Mexico,New Mexico,16,4,12.560698033686004,42
431,"{'minutes': 11, 'seconds': 56}",Louisiana,31,6,Louisiana,Texas State,3,4,12.506346476236804,57
432,"{'minutes': 10, 'seconds': 58}",Texas A&M,28,4,Texas A&M,UT San Antonio,7,3,12.421192944590436,46
433,"{'minutes': 15, 'seconds': 0}",Old Dominion,0,3,Old Dominion,Western Kentucky,0,1,12.373917695999998,44
434,"{'minutes': 15, 'seconds': 0}",New Mexico,0,2,Wyoming,Wyoming,0,1,12.373917695999998,56
435,"{'minutes': 9, 'seconds': 49}",California,14,9,UCLA,UCLA,7,2,12.373917695999998,56
436,"{'minutes': 11, 'seconds': 30}",Buffalo,7,8,Buffalo,Bowling Green,0,1,12.373917695999998,44
437,"{'minutes': 15, 'seconds': 0}",South Alabama,14,7,South Alabama,Arkansas State,7,2,12.373917695999998,44
438,"{'minutes': 7, 'seconds': 21}",Marshall,10,9,Marshall,Florida International,7,2,12.373917695999998,44
439,"{'minutes': 15, 'seconds': 0}",Memphis,48,6,Memphis,Southern,24,4,12.297600000000001,71
440,"{'minutes': 15, 'seconds': 0}",Syracuse,34,4,Syracuse,Holy Cross,3,4,12.297600000000001,69
441,"{'minutes': 15, 'seconds': 0}",Texas State,17,4,Texas State,Nicholls,3,4,12.297600000000001,60
442,"{'minutes': 15, 'seconds': 0}",Iowa,17,6,Northwestern,Northwestern,0,4,12.297600000000001,38
443,"{'minutes': 15, 'seconds': 0}",Florida Atlantic,33,4,UT San Antonio,UT San Antonio,11,4,12.297600000000001,27
444,"{'minutes': 11, 'seconds': 42}",Oklahoma State,24,6,Oklahoma State,TCU,17,4,12.267310099200001,75
445,"{'minutes': 12, 'seconds': 46}",Notre Dame,45,4,Notre Dame,Bowling Green,0,4,12.249238172688,58
446,"{'minutes': 14, 'seconds': 55}",Appalachian State,49,6,Georgia State,Georgia State,21,4,12.210362774999997,29
447,"{'minutes': 14, 'seconds': 53}",Michigan,27,6,Michigan,Michigan State,10,4,12.175603662599999,60
